MRSN,MERSANA THERAPEUTICS INC,Equity,0.04,13.97,"299,969.00","4,190,566.93","4,190,566.93",Health Care,BF3NP05,US59045L1061,NASDAQ
NH,NANTHEALTH INC,Equity,0.04,2.95,"1,414,237.00","4,171,999.15","4,171,999.15",Health Care,BDCPKV4,US6301041074,NASDAQ
PETQ,PETIQ INC CLASS A,Equity,0.04,22.67,"175,322.00","3,974,549.74","3,974,549.74",Health Care,BDH65C8,US71639T1060,NASDAQ
NLNK,NEWLINK GENETICS CORP,Equity,0.04,8.16,"483,746.00","3,947,367.36","3,947,367.36",Health Care,B4LHRV7,US6515111077,NASDAQ
MNKD,MANNKIND CORP,Equity,0.04,2.52,"1,553,044.00","3,913,670.88","3,913,670.88",Health Care,BF081J4,US56400P7069,NASDAQ
PACB,PACIFIC BIOSCIENCES OF CALIFORNIA,Equity,0.04,2.57,"1,517,640.00","3,900,334.80","3,900,334.80",Health Care,B4N8MH9,US69404D1081,NASDAQ
ARDX,ARDELYX INC,Equity,0.04,6.25,"620,541.00","3,878,381.25","3,878,381.25",Health Care,BN89V40,US0396971071,NASDAQ
NK,NANTKWEST INC,Equity,0.04,3.7,"1,037,379.00","3,838,302.30","3,838,302.30",Health Care,BYRH5B7,US63016Q1022,NASDAQ
NEOS,NEOS THERAPEUTICS INC,Equity,0.04,9.65,"384,351.00","3,708,987.15","3,708,987.15",Health Care,BYN6897,US64052L1061,NASDAQ
ABUS,ARBUTUS BIOPHARMA CORP,Equity,0.04,5,"730,422.00","3,652,110.00","3,652,110.00",Health Care,BZ0QMB7,CA03879J1003,NASDAQ
MRNS,MARINUS PHARMACEUTICALS INC,Equity,0.04,6.65,"535,487.00","3,560,988.55","3,560,988.55",Health Care,BP96PR5,US56854Q1013,NASDAQ
TTPH,TETRAPHASE PHARMACEUTICALS INC,Equity,0.04,5.19,"679,992.00","3,529,158.48","3,529,158.48",Health Care,B9BB071,US88165N1054,NASDAQ
SBBP,STRONGBRIDGE BIOPHARMA,Equity,0.04,6.65,"523,098.00","3,478,601.70","3,478,601.70",Health Care,BYZ5XL9,IE00BYZ5XL97,NASDAQ
CLLS,CELLECTIS ADR REPRESENTING SA,Equity,0.04,28.53,"117,614.00","3,355,527.42","3,355,527.42",Health Care,BWFKZT2,US15117K1034,NASDAQ
SNDX,SYNDAX PHARMACEUTICALS INC,Equity,0.03,10.52,"315,182.00","3,314,138.73","3,314,138.73",Health Care,BN7Q7R7,US87164F1057,NASDAQ
CALA,CALITHERA BIOSCIENCES INC,Equity,0.03,7,"469,985.00","3,289,895.00","3,289,895.00",Health Care,BQXZNP9,US13089P1012,NASDAQ
VTL,VITAL THERAPIES INC,Equity,0.03,5.8,"560,433.00","3,250,511.40","3,250,511.40",Health Care,BGDFRK2,US92847R1041,NASDAQ
FOMX,FOAMIX PHARMACEUTICALS LTD,Equity,0.03,6.49,"488,676.00","3,171,507.24","3,171,507.24",Health Care,BQRB1Q0,IL0011334385,NASDAQ
TOCA,TOCAGEN INC,Equity,0.03,11.96,"255,965.00","3,061,341.40","3,061,341.40",Health Care,BF2X6C5,US8888461022,NASDAQ
NERV,MINERVA NEUROSCIENCES INC,Equity,0.03,5.75,"505,806.00","2,908,384.50","2,908,384.50",Health Care,BNB7PK5,US6033801068,NASDAQ
AXON,AXOVANT SCIENCES LTD,Equity,0.03,1.98,"1,433,829.00","2,838,981.42","2,838,981.42",Health Care,BYYT6W4,BMG0750W1047,NASDAQ
CMRX,CHIMERIX INC,Equity,0.03,4.65,"608,721.00","2,830,552.65","2,830,552.65",Health Care,B8RLM49,US16934W1062,NASDAQ
NBRV,NABRIVA THERAPEUTICS PLC,Equity,0.03,5.73,"475,014.00","2,721,830.22","2,721,830.22",Health Care,BYQMW23,IE00BYQMW233,NASDAQ
VCYT,VERACYTE INC,Equity,0.03,5.91,"439,533.00","2,597,640.03","2,597,640.03",Health Care,BFTWZY0,US92337F1075,NASDAQ
PETX,ARATANA THERAPEUTICS INC,Equity,0.03,4.36,"561,312.00","2,447,320.32","2,447,320.32",Health Care,BB97C02,US03874P1012,NASDAQ
BLCM,BELLICUM PHARMACEUTICALS INC,Equity,0.03,5.61,"434,144.00","2,435,547.84","2,435,547.84",Health Care,BTF8LG4,US0794811077,NASDAQ
NSTG,NANOSTRING TECHNOLOGIES INC,Equity,0.02,6.7,"331,380.00","2,220,246.00","2,220,246.00",Health Care,BBL59X6,US63009R1095,NASDAQ
CRVS,CORVUS PHARMACEUTICALS INC,Equity,0.02,8,"271,877.00","2,175,016.00","2,175,016.00",Health Care,BYP80F1,US2210151005,NASDAQ
TLGT,TELIGENT INC,Equity,0.02,2.85,"697,243.00","1,987,142.55","1,987,142.55",Health Care,BYVJMJ6,US87960W1045,NASDAQ
RARX,RA PHARMACEUTICALS INC,Equity,0.02,6.48,"292,418.00","1,894,868.64","1,894,868.64",Health Care,BD3WM85,US74933V1089,NASDAQ
ECYT,ENDOCYTE INC,Equity,0.02,2.96,"618,799.00","1,831,645.04","1,831,645.04",Health Care,B40DYZ9,US29269A1025,NASDAQ
CRIS,CURIS INC,Equity,0.01,0.56,"2,140,949.00","1,202,571.05","1,202,571.05",Health Care,2615413,US2312691015,NASDAQ
USD,USD CASH,Cash,-0.04,100,"-3,516,271.00","-3,516,271.08","-3,516,271.08",Cash and/or Derivatives,-,-,-
 ,,,,,,,,,,,
